N Estimator,Jumlah Fitur,Nilai Akurasi
100,230,0.7894736842105263
100,231,0.775438596491228
100,232,0.8105263157894737
100,233,0.775438596491228
100,234,0.775438596491228
100,235,0.7508771929824561
100,236,0.7929824561403509
100,237,0.775438596491228
100,238,0.7649122807017544
100,239,0.7789473684210526
100,240,0.7894736842105263
100,241,0.7473684210526316
100,242,0.7929824561403509
100,243,0.7684210526315789
100,244,0.7543859649122807
100,245,0.775438596491228
100,246,0.7719298245614035
100,247,0.7578947368421053
100,248,0.7543859649122807
100,249,0.7614035087719299
100,250,0.7859649122807018
100,251,0.7684210526315789
100,252,0.7684210526315789
100,253,0.7789473684210526
100,254,0.7649122807017544
100,255,0.775438596491228
100,256,0.7684210526315789
100,257,0.7789473684210526
100,258,0.7649122807017544
100,259,0.7649122807017544
101,230,0.7578947368421053
101,231,0.7684210526315789
101,232,0.775438596491228
101,233,0.7824561403508772
101,234,0.7964912280701755
101,235,0.7649122807017544
101,236,0.7824561403508772
101,237,0.7824561403508772
101,238,0.7719298245614035
101,239,0.7719298245614035
101,240,0.7719298245614035
101,241,0.775438596491228
101,242,0.8070175438596491
101,243,0.7719298245614035
101,244,0.7719298245614035
101,245,0.7614035087719299
101,246,0.7649122807017544
101,247,0.7789473684210526
101,248,0.7614035087719299
101,249,0.775438596491228
101,250,0.7649122807017544
101,251,0.7859649122807018
101,252,0.7543859649122807
101,253,0.7964912280701755
101,254,0.7824561403508772
101,255,0.7649122807017544
101,256,0.7684210526315789
101,257,0.7859649122807018
101,258,0.7684210526315789
101,259,0.7614035087719299
102,230,0.7543859649122807
102,231,0.7649122807017544
102,232,0.7649122807017544
102,233,0.7719298245614035
102,234,0.775438596491228
102,235,0.7789473684210526
102,236,0.7859649122807018
102,237,0.7894736842105263
102,238,0.7789473684210526
102,239,0.775438596491228
102,240,0.7719298245614035
102,241,0.7859649122807018
102,242,0.7859649122807018
102,243,0.7649122807017544
102,244,0.7684210526315789
102,245,0.7824561403508772
102,246,0.7964912280701755
102,247,0.7649122807017544
102,248,0.7578947368421053
102,249,0.7789473684210526
102,250,0.7614035087719299
102,251,0.7929824561403509
102,252,0.7473684210526316
102,253,0.7649122807017544
102,254,0.7859649122807018
102,255,0.775438596491228
102,256,0.7684210526315789
102,257,0.7543859649122807
102,258,0.775438596491228
102,259,0.7614035087719299
103,230,0.7859649122807018
103,231,0.7824561403508772
103,232,0.7649122807017544
103,233,0.7719298245614035
103,234,0.7894736842105263
103,235,0.7789473684210526
103,236,0.775438596491228
103,237,0.7859649122807018
103,238,0.775438596491228
103,239,0.7929824561403509
103,240,0.775438596491228
103,241,0.7649122807017544
103,242,0.7824561403508772
103,243,0.7719298245614035
103,244,0.7578947368421053
103,245,0.7894736842105263
103,246,0.7859649122807018
103,247,0.8
103,248,0.7508771929824561
103,249,0.7789473684210526
103,250,0.7578947368421053
103,251,0.7929824561403509
103,252,0.7614035087719299
103,253,0.7824561403508772
103,254,0.7789473684210526
103,255,0.775438596491228
103,256,0.7684210526315789
103,257,0.7859649122807018
103,258,0.775438596491228
103,259,0.7578947368421053
104,230,0.7894736842105263
104,231,0.7684210526315789
104,232,0.7649122807017544
104,233,0.7824561403508772
104,234,0.7859649122807018
104,235,0.7649122807017544
104,236,0.7859649122807018
104,237,0.775438596491228
104,238,0.7719298245614035
104,239,0.8
104,240,0.7824561403508772
104,241,0.7543859649122807
104,242,0.7894736842105263
104,243,0.775438596491228
104,244,0.7824561403508772
104,245,0.7824561403508772
104,246,0.7649122807017544
104,247,0.7719298245614035
104,248,0.7859649122807018
104,249,0.7684210526315789
104,250,0.7649122807017544
104,251,0.7649122807017544
104,252,0.775438596491228
104,253,0.7719298245614035
104,254,0.775438596491228
104,255,0.775438596491228
104,256,0.7649122807017544
104,257,0.7719298245614035
104,258,0.7614035087719299
104,259,0.7824561403508772
105,230,0.7543859649122807
105,231,0.7824561403508772
105,232,0.7684210526315789
105,233,0.775438596491228
105,234,0.7789473684210526
105,235,0.7719298245614035
105,236,0.8
105,237,0.7824561403508772
105,238,0.7859649122807018
105,239,0.7859649122807018
105,240,0.7894736842105263
105,241,0.7719298245614035
105,242,0.7894736842105263
105,243,0.7929824561403509
105,244,0.775438596491228
105,245,0.7859649122807018
105,246,0.775438596491228
105,247,0.7824561403508772
105,248,0.7859649122807018
105,249,0.7684210526315789
105,250,0.7789473684210526
105,251,0.7859649122807018
105,252,0.7964912280701755
105,253,0.7578947368421053
105,254,0.775438596491228
105,255,0.7543859649122807
105,256,0.7578947368421053
105,257,0.7719298245614035
105,258,0.7824561403508772
105,259,0.775438596491228
106,230,0.775438596491228
106,231,0.7789473684210526
106,232,0.7894736842105263
106,233,0.7859649122807018
106,234,0.7894736842105263
106,235,0.7719298245614035
106,236,0.7929824561403509
106,237,0.7614035087719299
106,238,0.7614035087719299
106,239,0.7824561403508772
106,240,0.7824561403508772
106,241,0.8
106,242,0.7719298245614035
106,243,0.775438596491228
106,244,0.7824561403508772
106,245,0.7684210526315789
106,246,0.7894736842105263
106,247,0.775438596491228
106,248,0.7719298245614035
106,249,0.7578947368421053
106,250,0.7929824561403509
106,251,0.7894736842105263
106,252,0.7824561403508772
106,253,0.7578947368421053
106,254,0.7719298245614035
106,255,0.7578947368421053
106,256,0.7473684210526316
106,257,0.7614035087719299
106,258,0.7859649122807018
106,259,0.7614035087719299
107,230,0.7684210526315789
107,231,0.7614035087719299
107,232,0.775438596491228
107,233,0.7719298245614035
107,234,0.7789473684210526
107,235,0.7649122807017544
107,236,0.7543859649122807
107,237,0.7929824561403509
107,238,0.8035087719298246
107,239,0.7789473684210526
107,240,0.7824561403508772
107,241,0.7894736842105263
107,242,0.7684210526315789
107,243,0.7859649122807018
107,244,0.7929824561403509
107,245,0.775438596491228
107,246,0.7789473684210526
107,247,0.7824561403508772
107,248,0.7684210526315789
107,249,0.7824561403508772
107,250,0.7789473684210526
107,251,0.7824561403508772
107,252,0.7894736842105263
107,253,0.7684210526315789
107,254,0.7719298245614035
107,255,0.775438596491228
107,256,0.7824561403508772
107,257,0.7894736842105263
107,258,0.775438596491228
107,259,0.7578947368421053
108,230,0.7578947368421053
108,231,0.7684210526315789
108,232,0.7859649122807018
108,233,0.7719298245614035
108,234,0.7824561403508772
108,235,0.7719298245614035
108,236,0.7719298245614035
108,237,0.743859649122807
108,238,0.7824561403508772
108,239,0.7929824561403509
108,240,0.7719298245614035
108,241,0.7929824561403509
108,242,0.775438596491228
108,243,0.7649122807017544
108,244,0.7614035087719299
108,245,0.7859649122807018
108,246,0.7859649122807018
108,247,0.7614035087719299
